Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle,No_of_valid_days,Leakage,Anomaly_type
INV103194,CUST001889,SVC4556,AGT067,25-11-2024,Paid,Plan Change,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,23-11-2024,23-12-2024,Circle-East,40,18.72,30,30,No,No anomaly
INV106000,CUST004010,SVC1929,AGT107,31-08-2024,Paid,Renewal,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,28-08-2024,28-09-2024,Circle-West,100,13.58,31,31,Yes,Duplicate entries
INV106842,CUST003042,SVC9032,AGT061,26-05-2024,Paid,Recharge,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1512.17,-333.35,23-05-2024,20-06-2024,Circle-East,25,1.51,28,28,Yes,Excess payment
INV101180,CUST000065,SVC3600,AGT108,08-06-2024,Pending,Recharge,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,07-06-2024,05-07-2024,Circle-North,200,165.17,28,28,No,No anomaly
INV105933,CUST001312,SVC8107,AGT080,10-09-2024,Paid,Plan Change,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,05-09-2024,05-10-2024,Circle-West,30,20.17,30,30,No,No anomaly
INV101564,CUST000300,SVC5201,AGT003,25-05-2024,Paid,Bill Payment,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,23-05-2024,23-06-2024,Metro-A,100,35.23,31,31,No,No anomaly
INV108169,CUST006565,SVC6187,AGT136,13-03-2025,Partial,New Connection,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,9196.57,2602.25,08-03-2025,08-04-2025,Metro-A,750,563.16,31,31,Yes,Under payment
INV105320,CUST002235,SVC3646,AGT103,27-12-2024,Pending,Plan Change,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,25-12-2024,25-01-2025,Circle-South,50,22.76,31,31,No,No anomaly
INV105169,CUST007107,SVC1887,AGT097,15-05-2025,Pending,Bill Payment,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0,4718.82,12-05-2025,12-06-2025,Metro-B,150,9.55,31,31,No,No anomaly
INV103305,CUST003595,SVC3592,AGT069,24-08-2024,Pending,Renewal,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,19-08-2024,16-09-2024,Circle-South,50,26.96,28,28,No,No anomaly
INV102098,CUST000976,SVC7655,AGT001,21-07-2025,Paid,New Connection,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,16-07-2025,15-08-2025,Rural-Zone,200,23.05,30,30,No,No anomaly
INV101481,CUST000072,SVC6332,AGT044,22-03-2024,Paid,Renewal,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,17-03-2024,16-04-2024,Rural-Zone,15,3.5,30,30,No,No anomaly
INV107840,CUST003453,SVC5066,AGT008,03-05-2024,Partial,Renewal,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,4426.44,7372.38,29-04-2024,27-05-2024,Circle-South,750,192.87,28,28,Yes,Under payment
INV104873,CUST007891,SVC8639,AGT081,20-01-2024,Pending,New Connection,Wallet,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0,3538.82,19-01-2024,18-02-2024,Circle-South,100,11.38,30,30,No,No anomaly
INV106419,CUST001616,SVC9037,AGT042,12-07-2025,Paid,New Connection,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,22294.97,22294.97,0,09-07-2025,06-08-2025,Circle-East,1000,850.67,28,28,Yes,Missing charges
INV103303,CUST001894,SVC7342,AGT116,26-05-2024,Pending,Plan Change,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0,706.82,21-05-2024,21-06-2024,Circle-East,10,4.39,31,31,No,No anomaly
INV102443,CUST005263,SVC5554,AGT037,10-07-2025,Pending,Bill Payment,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0,2948.82,06-07-2025,03-08-2025,Circle-West,75,13.11,28,28,No,No anomaly
INV103596,CUST006562,SVC9328,AGT068,11-12-2024,Paid,New Connection,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,10-12-2024,09-01-2025,Circle-North,100,87.57,30,30,No,No anomaly
INV102388,CUST004406,SVC1875,AGT037,05-11-2024,Pending,Plan Change,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0,2948.82,01-11-2024,02-12-2024,Circle-North,75,44.03,31,31,No,No anomaly
INV100203,CUST005233,SVC5833,AGT095,20-03-2025,Pending,Bill Payment,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0,4718.82,15-03-2025,15-04-2025,Metro-B,150,98.37,31,31,No,No anomaly
INV101156,CUST003840,SVC3563,AGT018,12-04-2025,Paid,Renewal,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,09-04-2025,07-05-2025,Circle-East,75,4.35,28,28,No,No anomaly
INV107529,CUST003758,SVC8353,AGT052,30-04-2025,Partial,Recharge,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,1123.46,2415.36,27-04-2025,27-05-2025,Circle-North,100,39.21,30,30,Yes,Under payment
INV108320,CUST003554,SVC5605,AGT013,27-05-2024,Paid,Plan Change,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,23-05-2024,20-06-2024,Rural-Zone,40,20.72,28,21,Yes,Usage mismatch
INV102226,CUST004004,SVC7726,AGT025,05-02-2025,Pending,Renewal,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0,1532.82,02-02-2025,04-03-2025,Circle-South,40,1.9,30,30,No,No anomaly
INV102539,CUST002997,SVC9453,AGT100,19-09-2024,Pending,Recharge,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,18-09-2024,16-10-2024,Circle-East,500,44.37,28,28,No,No anomaly
INV107882,CUST003281,SVC9109,AGT053,29-12-2024,Partial,Bill Payment,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,3290.7,6148.12,25-12-2024,22-01-2025,Rural-Zone,500,51.64,28,28,Yes,Under payment
INV101797,CUST003109,SVC2877,AGT012,20-04-2024,Pending,New Connection,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,15-04-2024,15-05-2024,Rural-Zone,50,21.91,30,30,No,No anomaly
INV108912,CUST004973,SVC7789,AGT083,24-02-2025,Paid,New Connection,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,21-02-2025,21-03-2025,Metro-A,500,818.99,28,28,Yes,Extra data usage
INV100010,CUST003459,SVC2040,AGT099,17-03-2024,Paid,Recharge,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,15-03-2024,14-04-2024,Circle-South,50,37.62,30,30,No,No anomaly
INV108610,CUST005850,SVC5112,AGT074,01-03-2024,Paid,Bill Payment,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,28-02-2024,30-03-2024,Circle-East,500,329.6,31,41,Yes,Usage mismatch
INV100018,CUST001084,SVC8744,AGT063,02-12-2024,Pending,Recharge,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0,2948.82,29-11-2024,29-12-2024,Circle-South,75,15.26,30,30,No,No anomaly
INV104734,CUST003518,SVC8243,AGT093,29-06-2024,Pending,Recharge,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,25-06-2024,25-07-2024,Circle-North,200,55.32,30,30,No,No anomaly
INV108646,CUST000806,SVC6663,AGT014,05-06-2025,Paid,Recharge,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0,01-06-2025,02-07-2025,Circle-West,750,200.66,31,41,Yes,Usage mismatch
INV101678,CUST006656,SVC8014,AGT086,19-03-2024,Paid,New Connection,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,14-03-2024,11-04-2024,Rural-Zone,500,459.63,28,28,No,No anomaly
INV105183,CUST001843,SVC3355,AGT071,15-01-2024,Pending,New Connection,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,0,470.82,11-01-2024,11-02-2024,Rural-Zone,5,1.12,31,31,No,No anomaly
INV103342,CUST001643,SVC2284,AGT137,15-09-2023,Paid,Plan Change,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,14-09-2023,12-10-2023,Metro-A,75,20.82,28,28,No,No anomaly
INV107826,CUST001238,SVC3251,AGT077,07-06-2025,Partial,Recharge,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,5381.43,9957.39,03-06-2025,01-07-2025,Rural-Zone,1000,392.25,28,28,Yes,Under payment
INV101978,CUST001417,SVC2249,AGT096,04-09-2024,Paid,Renewal,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,02-09-2024,02-10-2024,Circle-West,200,180.45,30,30,No,No anomaly
INV104335,CUST000013,SVC2329,AGT001,30-03-2024,Paid,Plan Change,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,27-03-2024,26-04-2024,Circle-West,30,7.76,30,30,No,No anomaly
INV108252,CUST004016,SVC6624,AGT141,16-05-2024,Paid,Recharge,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0,11-05-2024,08-06-2024,Metro-B,5,1.45,28,34,Yes,Usage mismatch
INV101256,CUST003582,SVC1525,AGT130,15-01-2024,Pending,Renewal,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0,2948.82,10-01-2024,09-02-2024,Circle-East,75,1.15,30,30,No,No anomaly
INV103516,CUST006894,SVC3635,AGT073,08-04-2024,Paid,Recharge,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0,03-04-2024,04-05-2024,Circle-North,10,2.48,31,31,No,No anomaly
INV106000,CUST004020,SVC7307,AGT072,27-02-2024,Paid,Bill Payment,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,26-02-2024,27-03-2024,Metro-A,500,415.96,30,30,Yes,Duplicate entries
INV102315,CUST002010,SVC6347,AGT079,01-08-2025,Pending,Recharge,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,0,824.82,29-07-2025,28-08-2025,Circle-North,15,1.07,30,30,No,No anomaly
INV106000,CUST000565,SVC6176,AGT062,18-12-2024,Paid,Bill Payment,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,17-12-2024,14-01-2025,Metro-B,500,351.68,28,28,Yes,Duplicate entries
INV106257,CUST001864,SVC1849,AGT066,05-06-2025,Paid,New Connection,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1607.64,1607.64,0,04-06-2025,02-07-2025,Metro-A,25,12.8,28,28,Yes,Missing charges
INV103599,CUST007207,SVC9949,AGT052,12-12-2024,Pending,Bill Payment,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,11-12-2024,08-01-2025,Circle-West,500,454.88,28,28,No,No anomaly
INV106682,CUST002629,SVC5805,AGT048,10-06-2024,Paid,Renewal,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,2107.63,2107.63,0,07-06-2024,07-07-2024,Circle-South,40,25.47,30,30,Yes,Missing charges
INV101536,CUST004400,SVC7973,AGT076,18-07-2025,Pending,New Connection,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,0,470.82,17-07-2025,17-08-2025,Metro-A,5,1.17,31,31,No,No anomaly
INV101730,CUST005136,SVC1408,AGT018,03-04-2024,Pending,New Connection,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0,706.82,02-04-2024,30-04-2024,Circle-South,10,9.17,28,28,No,No anomaly
INV108452,CUST002147,SVC1614,AGT069,19-03-2025,Paid,Bill Payment,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,18-03-2025,15-04-2025,Rural-Zone,75,11.72,28,29,Yes,Usage mismatch
INV102105,CUST007296,SVC5478,AGT104,08-04-2024,Pending,Recharge,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,0,706.82,03-04-2024,04-05-2024,Metro-B,10,2.69,31,31,No,No anomaly
INV102765,CUST005341,SVC2930,AGT127,30-01-2025,Paid,Recharge,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,27-01-2025,24-02-2025,Circle-North,150,119.56,28,28,No,No anomaly
INV108768,CUST004350,SVC8059,AGT082,16-11-2024,Paid,Bill Payment,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,13-11-2024,11-12-2024,Circle-West,150,132.19,28,29,Yes,Usage mismatch
INV100369,CUST000738,SVC9383,AGT020,20-01-2025,Pending,New Connection,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,15-01-2025,14-02-2025,Circle-West,50,7.08,30,30,No,No anomaly
INV104709,CUST002849,SVC4529,AGT032,12-10-2024,Paid,New Connection,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,08-10-2024,08-11-2024,Metro-B,1000,899.7,31,31,No,No anomaly
INV105844,CUST006293,SVC4443,AGT092,17-04-2025,Pending,New Connection,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0,11798.82,15-04-2025,16-05-2025,Metro-A,750,265.72,31,31,No,No anomaly
INV103663,CUST000104,SVC1409,AGT096,24-06-2024,Pending,Bill Payment,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0,3538.82,23-06-2024,23-07-2024,Circle-West,100,63.28,30,30,No,No anomaly
INV107482,CUST005824,SVC7864,AGT138,08-11-2023,Partial,Recharge,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,566.16,258.66,07-11-2023,07-12-2023,Circle-East,15,3.17,30,30,Yes,Under payment
INV104723,CUST000014,SVC4921,AGT007,11-12-2024,Paid,Bill Payment,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0,10-12-2024,09-01-2025,Circle-West,750,395.21,30,30,No,No anomaly
INV108637,CUST005020,SVC6839,AGT057,31-05-2025,Paid,Bill Payment,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,27-05-2025,24-06-2025,Circle-South,30,12.7,28,43,Yes,Usage mismatch
INV103473,CUST006043,SVC1650,AGT071,05-06-2025,Paid,Plan Change,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,01-06-2025,02-07-2025,Metro-B,150,68.13,31,31,No,No anomaly
INV106820,CUST007407,SVC7826,AGT108,30-04-2025,Paid,Renewal,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,540.7,-69.88,27-04-2025,28-05-2025,Metro-A,5,3.57,31,31,Yes,Excess payment
INV101206,CUST007995,SVC6212,AGT025,02-02-2025,Pending,Plan Change,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0,824.82,30-01-2025,27-02-2025,Metro-A,15,8.54,28,28,No,No anomaly
INV101046,CUST001206,SVC8640,AGT039,05-07-2025,Pending,Bill Payment,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0,1178.82,04-07-2025,03-08-2025,Circle-East,25,22.02,30,30,No,No anomaly
INV109073,CUST005145,SVC4082,AGT002,02-09-2023,Paid,Renewal,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,31-08-2023,30-09-2023,Metro-A,15,31.84,30,30,Yes,Extra data usage
INV101577,CUST004404,SVC2532,AGT067,04-06-2024,Paid,Renewal,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,30-05-2024,29-06-2024,Circle-East,200,64.43,30,30,No,No anomaly
INV100816,CUST002952,SVC1627,AGT140,03-11-2023,Paid,Plan Change,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,01-11-2023,29-11-2023,Metro-B,200,22.53,28,28,No,No anomaly
INV108189,CUST000286,SVC1021,AGT040,04-01-2025,Partial,Renewal,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,7032.21,2406.61,03-01-2025,03-02-2025,Metro-B,500,108.87,31,31,Yes,Under payment
INV107981,CUST001213,SVC4076,AGT022,17-08-2025,Partial,Bill Payment,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,843.55,925.27,15-08-2025,12-09-2025,Metro-B,30,20.82,28,28,Yes,Under payment
INV109289,CUST000533,SVC8589,AGT046,23-07-2025,Paid,Plan Change,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,18-07-2025,15-08-2025,Circle-North,30,55.39,28,28,Yes,Extra data usage
INV106093,CUST002513,SVC1753,AGT088,19-09-2023,Paid,Renewal,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,310.68,310.68,0,17-09-2023,18-10-2023,Circle-North,5,0.65,31,31,Yes,Missing charges
INV108816,CUST003915,SVC2566,AGT104,25-05-2025,Paid,Plan Change,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,22-05-2025,22-06-2025,Circle-North,15,31.55,31,31,Yes,Extra data usage
INV102093,CUST007881,SVC3094,AGT051,01-05-2025,Paid,Renewal,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,26-04-2025,27-05-2025,Circle-North,150,56.01,31,31,No,No anomaly
INV102723,CUST004358,SVC7365,AGT097,20-12-2023,Paid,New Connection,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0,19-12-2023,16-01-2024,Circle-South,5,4.16,28,28,No,No anomaly
INV101395,CUST000484,SVC8761,AGT064,07-04-2025,Pending,Plan Change,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0,1768.82,05-04-2025,06-05-2025,Metro-A,30,24.16,31,31,No,No anomaly
INV105128,CUST004833,SVC8202,AGT091,24-09-2024,Paid,New Connection,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,20-09-2024,21-10-2024,Circle-South,150,6.72,31,31,No,No anomaly
INV106302,CUST007358,SVC4420,AGT078,08-07-2024,Paid,Recharge,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,826.9,826.9,0,05-07-2024,05-08-2024,Circle-West,25,20.74,31,31,Yes,Missing charges
INV105352,CUST000404,SVC3249,AGT121,27-01-2024,Paid,Plan Change,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,23-01-2024,20-02-2024,Rural-Zone,500,37.22,28,28,No,No anomaly
INV106141,CUST005133,SVC2683,AGT115,11-02-2025,Paid,Recharge,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1754.12,1754.12,0,08-02-2025,08-03-2025,Circle-West,40,28.23,28,28,Yes,Missing charges
INV107091,CUST003365,SVC2718,AGT124,20-12-2024,Paid,Plan Change,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,518.81,-47.99,18-12-2024,18-01-2025,Circle-West,5,0.35,31,31,Yes,Excess payment
INV103344,CUST004229,SVC6880,AGT114,28-01-2025,Pending,Recharge,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0,1178.82,25-01-2025,25-02-2025,Circle-South,25,5.17,31,31,No,No anomaly
INV104895,CUST006649,SVC3344,AGT125,13-09-2023,Paid,Renewal,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,12-09-2023,12-10-2023,Circle-East,25,1.17,30,30,No,No anomaly
INV105573,CUST000843,SVC8242,AGT029,06-08-2025,Pending,Renewal,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0,11798.82,03-08-2025,03-09-2025,Metro-A,750,654.31,31,31,No,No anomaly
INV106000,CUST001750,SVC1176,AGT090,27-11-2024,Paid,Recharge,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,25-11-2024,26-12-2024,Rural-Zone,100,88.13,31,31,Yes,Duplicate entries
INV108567,CUST007569,SVC1783,AGT100,23-03-2025,Paid,New Connection,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,19-03-2025,19-04-2025,Circle-West,500,218.97,31,31,Yes,Usage mismatch
INV101173,CUST005134,SVC1329,AGT044,30-09-2024,Paid,New Connection,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,29-09-2024,30-10-2024,Circle-West,100,30.16,31,31,No,No anomaly
INV104163,CUST003749,SVC6318,AGT148,26-07-2024,Paid,New Connection,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,21-07-2024,18-08-2024,Rural-Zone,1000,742.08,28,28,No,No anomaly
INV104684,CUST002961,SVC6661,AGT016,18-03-2025,Pending,Bill Payment,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,15-03-2025,15-04-2025,Metro-B,50,26.67,31,31,No,No anomaly
INV101174,CUST005262,SVC4130,AGT034,30-07-2025,Pending,Renewal,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0,706.82,28-07-2025,27-08-2025,Circle-South,10,7.95,30,30,No,No anomaly
INV106110,CUST002884,SVC8261,AGT009,02-06-2025,Paid,Renewal,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1506.44,1506.44,0,29-05-2025,26-06-2025,Metro-A,25,16.5,28,28,Yes,Missing charges
INV107395,CUST004977,SVC2850,AGT080,04-05-2024,Paid,Bill Payment,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1871.59,-692.77,03-05-2024,31-05-2024,Rural-Zone,25,19.7,28,28,Yes,Excess payment
INV101767,CUST007541,SVC7165,AGT097,30-09-2024,Paid,Renewal,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,27-09-2024,28-10-2024,Circle-West,40,1.78,31,31,No,No anomaly
INV104165,CUST002370,SVC9243,AGT127,16-06-2024,Paid,Bill Payment,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,14-06-2024,12-07-2024,Circle-West,1000,612.14,28,28,No,No anomaly
INV102698,CUST007064,SVC4943,AGT138,18-01-2024,Pending,Renewal,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0,1768.82,16-01-2024,15-02-2024,Circle-West,30,1.59,30,30,No,No anomaly
INV108101,CUST004973,SVC8966,AGT011,05-10-2024,Partial,Bill Payment,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,9584.63,5754.19,30-09-2024,28-10-2024,Circle-North,1000,872.65,28,28,Yes,Under payment
INV100856,CUST003407,SVC7465,AGT096,21-10-2023,Pending,Recharge,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0,2948.82,18-10-2023,18-11-2023,Circle-North,75,28.82,31,31,No,No anomaly
INV100379,CUST001926,SVC2291,AGT118,17-08-2025,Pending,Recharge,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0,2948.82,12-08-2025,11-09-2025,Circle-East,75,28.73,30,30,No,No anomaly
INV101467,CUST000143,SVC3627,AGT024,12-11-2024,Paid,Bill Payment,Cash,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,08-11-2024,08-12-2024,Circle-East,15,7.72,30,30,No,No anomaly
INV105641,CUST001976,SVC4503,AGT066,08-03-2025,Pending,Recharge,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,0,824.82,03-03-2025,02-04-2025,Circle-South,15,8,30,30,No,No anomaly
INV100570,CUST004551,SVC7301,AGT093,20-05-2024,Pending,Recharge,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,18-05-2024,18-06-2024,Circle-North,500,66.06,31,31,No,No anomaly
INV106000,CUST001044,SVC3406,AGT053,28-08-2024,Paid,Renewal,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,27-08-2024,27-09-2024,Rural-Zone,1000,334.75,31,31,Yes,Duplicate entries
INV108618,CUST002185,SVC7002,AGT039,30-03-2024,Paid,New Connection,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0,28-03-2024,27-04-2024,Circle-East,10,6.38,30,28,Yes,Usage mismatch
INV103502,CUST000869,SVC9836,AGT084,09-02-2024,Paid,Plan Change,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,04-02-2024,03-03-2024,Circle-South,40,34.47,28,28,No,No anomaly
INV103798,CUST002264,SVC2714,AGT054,12-06-2025,Paid,New Connection,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,07-06-2025,07-07-2025,Circle-East,40,21.07,30,30,No,No anomaly
INV105203,CUST001164,SVC5087,AGT086,29-03-2024,Pending,New Connection,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0,1532.82,25-03-2024,24-04-2024,Rural-Zone,40,6.86,30,30,No,No anomaly
INV105194,CUST004752,SVC3348,AGT067,19-10-2023,Pending,Recharge,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0,1178.82,15-10-2023,12-11-2023,Metro-B,25,5.09,28,28,No,No anomaly
INV109334,CUST000112,SVC9127,AGT104,25-01-2024,Paid,Bill Payment,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,21-01-2024,21-02-2024,Metro-B,30,44.63,31,31,Yes,Extra data usage
INV106000,CUST000794,SVC9081,AGT072,22-02-2024,Paid,Bill Payment,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0,19-02-2024,21-03-2024,Circle-West,750,711.98,31,31,Yes,Duplicate entries
INV106510,CUST001246,SVC6723,AGT039,03-03-2025,Paid,New Connection,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,7222.29,7222.29,0,02-03-2025,01-04-2025,Circle-West,500,148.21,30,30,Yes,Missing charges
INV107691,CUST002284,SVC9524,AGT060,16-09-2024,Partial,Renewal,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,6113.09,5685.73,12-09-2024,10-10-2024,Metro-B,750,563.03,28,28,Yes,Under payment
